lf_1,lf_2,lf_3,lf_4,lf_5,goal_status
214,267,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
214,267,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
114,267,378,149,140,moving to Station4
214,373,375,149,321,moving to Station4
226,264,147,107,498,moving to Station4
258,373,375,149,321,moving to Station4
214,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
108,115,176,412,145,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
152,499,147,107,439,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
356,373,375,149,498,moving to Station4
214,267,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
152,115,147,412,439,moving to Station4
356,373,375,149,498,moving to Station4
108,115,378,412,145,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
369,283,318,392,337,moving to Station4
214,267,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
108,499,176,412,145,moving to Station4
356,373,375,149,498,moving to Station4
369,283,318,392,337,moving to Station4
106,499,275,310,439,moving to Station4
369,283,318,392,337,moving to Station4
226,264,187,387,67,moving to Station4
114,267,378,149,140,moving to Station4
106,499,275,310,439,moving to Station4
235,444,263,387,136,moving to Station4
258,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
108,115,378,412,145,moving to Station4
226,444,465,387,473,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
226,444,465,387,473,moving to Station4
356,373,375,149,498,moving to Station4
235,444,263,387,136,moving to Station4
114,267,378,149,140,moving to Station4
356,373,375,149,498,moving to Station4
114,267,375,149,140,moving to Station4
114,267,378,149,140,moving to Station4
108,115,378,412,145,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
114,267,378,149,140,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
179,373,375,1,321,moving to Station4
106,499,275,310,439,moving to Station4
235,444,263,387,136,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
356,373,375,149,498,moving to Station4
258,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
108,115,378,302,145,moving to Station4
356,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
356,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
214,267,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
226,264,147,107,498,moving to Station4
414,115,378,346,331,moving to Station4
356,373,375,149,498,moving to Station4
108,115,176,412,145,moving to Station4
414,115,378,346,331,moving to Station4
152,499,275,392,337,moving to Station4
214,267,375,149,321,moving to Station4
22,444,263,387,136,moving to Station4
369,283,318,392,337,moving to Station4
106,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
356,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
114,267,375,149,140,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
22,444,263,387,136,moving to Station4
114,267,375,149,140,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
108,499,176,412,145,moving to Station4
414,115,378,346,331,moving to Station4
22,444,263,387,136,moving to Station4
356,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
108,115,176,412,145,moving to Station4
414,115,378,346,331,moving to Station4
356,373,375,149,498,moving to Station4
258,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
214,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
179,267,375,1,140,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
179,267,375,1,140,moving to Station4
152,499,275,392,337,moving to Station4
369,283,318,392,337,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
152,499,275,392,337,moving to Station4
106,499,275,310,439,moving to Station4
356,373,375,149,498,moving to Station4
356,373,375,149,498,moving to Station4
114,267,378,149,140,moving to Station4
214,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
114,267,378,149,140,moving to Station4
108,115,378,302,145,moving to Station4
106,499,275,310,439,moving to Station4
22,444,263,387,136,moving to Station4
369,283,318,392,337,moving to Station4
258,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
356,373,375,149,498,moving to Station4
414,267,375,346,331,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
356,373,375,149,498,moving to Station4
235,444,263,387,136,moving to Station4
369,283,318,392,337,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
106,499,275,310,439,moving to Station4
369,283,318,392,337,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
356,373,375,149,498,moving to Station4
369,283,318,392,337,moving to Station4
214,267,375,149,140,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
214,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
152,115,378,412,439,moving to Station4
258,373,375,149,321,moving to Station4
356,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
356,373,375,149,498,moving to Station4
226,444,465,387,473,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
369,283,318,392,337,moving to Station4
22,444,263,387,136,moving to Station4
356,373,375,149,498,moving to Station4
258,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
114,267,378,149,140,moving to Station4
414,115,378,346,331,moving to Station4
226,264,147,107,498,moving to Station4
356,373,375,149,498,moving to Station4
214,267,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
108,499,275,310,439,moving to Station4
22,444,263,387,136,moving to Station4
414,115,378,346,331,moving to Station4
356,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,498,moving to Station4
258,373,375,149,321,moving to Station4
179,373,375,1,321,moving to Station4
235,444,263,387,136,moving to Station4
22,444,263,387,136,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
369,283,318,392,337,moving to Station4
114,267,375,149,140,moving to Station4
258,373,375,149,321,moving to Station4
226,444,465,149,473,moving to Station4
226,444,465,149,473,moving to Station4
414,115,378,346,331,moving to Station4
369,283,318,392,337,moving to Station4
114,267,378,149,140,moving to Station4
114,267,378,149,140,moving to Station4
369,283,318,392,337,moving to Station4
258,373,375,149,321,moving to Station4
235,444,263,387,136,moving to Station4
356,373,375,149,498,moving to Station4
369,283,318,392,337,moving to Station4
114,267,378,149,140,moving to Station4
369,283,318,392,337,moving to Station4
258,373,375,149,321,moving to Station4
235,444,263,387,136,moving to Station4
356,373,375,149,498,moving to Station4
356,373,375,149,498,moving to Station4
369,283,318,392,337,moving to Station4
258,373,375,149,321,moving to Station4
114,267,378,149,140,moving to Station4
369,283,318,392,337,moving to Station4
106,499,275,310,439,moving to Station4
114,267,375,149,140,moving to Station4
106,499,275,310,439,moving to Station4
214,267,375,149,140,moving to Station4
114,267,375,149,140,moving to Station4
226,264,147,107,498,moving to Station4
108,115,378,412,145,moving to Station4
369,283,318,392,337,moving to Station4
106,499,275,310,439,moving to Station4
114,267,378,149,140,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
356,373,375,149,498,moving to Station4
106,499,275,310,439,moving to Station4
369,283,318,392,337,moving to Station4
106,499,275,310,439,moving to Station4
22,444,263,387,136,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
152,499,275,392,337,moving to Station4
258,373,375,149,321,moving to Station4
114,267,378,149,140,moving to Station4
369,283,318,392,337,moving to Station4
114,267,378,149,140,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
214,267,375,149,321,moving to Station4
114,267,375,149,140,moving to Station4
22,444,263,387,136,moving to Station4
356,373,375,149,498,moving to Station4
152,499,275,412,439,moving to Station4
214,267,375,149,140,moving to Station4
369,283,318,392,337,moving to Station4
114,267,375,149,140,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
258,373,375,149,321,moving to Station4
114,267,375,149,140,moving to Station4
114,267,378,149,140,moving to Station4
152,499,275,412,439,moving to Station4
114,267,375,149,140,moving to Station4
114,267,375,149,140,moving to Station4
226,264,147,107,498,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
108,115,176,412,145,moving to Station4
356,373,375,149,498,moving to Station4
369,283,318,392,337,moving to Station4
356,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
214,373,375,149,321,moving to Station4
214,267,375,149,140,moving to Station4
114,267,375,149,140,moving to Station4
356,373,375,149,498,moving to Station4
356,373,375,149,498,moving to Station4
226,499,147,107,439,moving to Station4
414,267,378,346,331,moving to Station4
108,115,378,302,145,moving to Station4
414,115,378,346,331,moving to Station4
108,115,378,412,145,moving to Station4
226,264,147,107,498,moving to Station4
369,283,318,392,337,moving to Station4
114,267,378,149,140,moving to Station4
369,283,318,392,337,moving to Station4
258,373,375,149,321,moving to Station4
214,267,375,149,140,moving to Station4
114,267,378,149,140,moving to Station4
356,373,375,149,498,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
214,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
235,444,263,387,136,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
356,373,375,149,498,moving to Station4
214,267,375,149,140,moving to Station4
414,115,378,346,331,moving to Station4
152,283,318,392,337,moving to Station4
114,267,378,149,140,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
22,444,263,387,136,moving to Station4
414,115,378,346,331,moving to Station4
369,283,318,392,337,moving to Station4
214,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
114,267,375,149,140,moving to Station4
106,499,275,310,439,moving to Station4
369,283,318,392,337,moving to Station4
22,444,263,387,136,moving to Station4
226,444,465,149,473,moving to Station4
258,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
22,444,263,387,136,moving to Station4
22,444,263,387,136,moving to Station4
258,373,375,149,321,moving to Station4
356,373,375,149,498,moving to Station4
114,267,378,149,140,moving to Station4
152,499,275,412,439,moving to Station4
214,267,375,149,140,moving to Station4
114,267,375,149,140,moving to Station4
114,267,378,149,140,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
179,373,375,1,321,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
414,267,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
114,267,375,149,140,moving to Station4
108,115,378,412,145,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
22,444,263,387,136,moving to Station4
369,283,318,392,337,moving to Station4
106,499,275,310,439,moving to Station4
214,267,375,149,140,moving to Station4
369,283,318,392,337,moving to Station4
226,264,147,107,498,moving to Station4
214,267,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
369,283,318,392,337,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
108,115,378,412,145,moving to Station4
106,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
356,373,375,149,498,moving to Station4
106,499,275,310,439,moving to Station4
114,267,375,149,140,moving to Station4
258,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
214,373,375,149,321,moving to Station4
114,267,378,149,140,moving to Station4
258,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
414,267,378,149,140,moving to Station4
369,283,318,392,337,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
22,444,263,387,136,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
114,267,375,149,140,moving to Station4
356,373,375,149,498,moving to Station4
258,373,375,149,498,moving to Station4
356,373,375,149,498,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
108,499,176,412,145,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
114,267,378,149,140,moving to Station4
106,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
214,267,375,149,140,moving to Station4
258,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
184,115,176,1,145,moving to Station4
369,283,318,392,337,moving to Station4
356,373,375,149,498,moving to Station4
226,264,147,107,498,moving to Station4
214,267,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
108,499,275,310,439,moving to Station4
356,373,375,149,498,moving to Station4
22,444,263,387,136,moving to Station4
226,499,147,107,439,moving to Station4
414,115,378,346,331,moving to Station4
235,444,263,387,136,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
214,267,375,149,321,moving to Station4
214,373,375,149,321,moving to Station4
214,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
152,283,318,392,337,moving to Station4
369,283,318,392,337,moving to Station4
106,499,275,310,439,moving to Station4
179,373,375,1,321,moving to Station4
235,444,263,387,136,moving to Station4
356,373,375,149,498,moving to Station4
214,267,375,149,321,moving to Station4
114,267,378,149,140,moving to Station4
108,499,176,412,145,moving to Station4
106,444,263,387,136,moving to Station4
414,115,378,346,331,moving to Station4
114,267,378,149,140,moving to Station4
106,499,275,310,439,moving to Station4
184,499,176,1,145,moving to Station4
108,115,176,302,145,moving to Station4
22,444,263,387,136,moving to Station4
108,115,378,302,145,moving to Station4
114,267,378,149,140,moving to Station4
356,373,375,149,498,moving to Station4
214,267,375,149,140,moving to Station4
152,283,318,392,337,moving to Station4
106,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
114,267,378,149,140,moving to Station4
22,444,263,387,136,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
114,267,378,149,140,moving to Station4
414,115,378,346,331,moving to Station4
356,373,375,149,498,moving to Station4
369,283,318,392,337,moving to Station4
356,373,375,149,498,moving to Station4
214,373,375,149,321,moving to Station4
114,267,375,149,140,moving to Station4
114,267,375,149,140,moving to Station4
114,267,378,149,140,moving to Station4
108,115,378,302,145,moving to Station4
108,499,176,412,145,moving to Station4
106,499,275,310,439,moving to Station4
114,267,375,149,140,moving to Station4
114,267,378,149,140,moving to Station4
114,267,375,149,140,moving to Station4
22,444,263,387,136,moving to Station4
369,283,318,392,337,moving to Station4
106,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
226,264,147,107,136,moving to Station4
369,283,318,392,337,moving to Station4
114,267,375,149,140,moving to Station4
114,267,375,149,140,moving to Station4
226,264,147,107,498,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
214,267,375,149,321,moving to Station4
152,499,275,392,337,moving to Station4
369,283,318,392,337,moving to Station4
22,444,263,387,136,moving to Station4
106,499,275,310,439,moving to Station4
114,267,375,149,140,moving to Station4
114,267,378,149,140,moving to Station4
179,373,375,1,321,moving to Station4
106,499,275,310,439,moving to Station4
369,283,318,392,337,moving to Station4
114,267,375,149,140,moving to Station4
184,499,176,412,145,moving to Station4
106,499,275,310,439,moving to Station4
22,444,263,387,136,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
356,373,375,149,498,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
369,283,318,392,337,moving to Station4
114,267,375,149,140,moving to Station4
106,499,275,310,439,moving to Station4
214,267,375,149,140,moving to Station4
258,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
179,373,375,1,321,moving to Station4
226,264,147,107,498,moving to Station4
108,115,378,412,145,moving to Station4
414,115,378,346,331,moving to Station4
226,499,147,107,136,moving to Station4
226,499,147,107,136,moving to Station4
356,373,375,149,498,moving to Station4
108,115,176,412,145,moving to Station4
152,499,275,412,439,moving to Station4
114,267,375,149,140,moving to Station4
22,444,263,387,136,moving to Station4
414,115,378,346,331,moving to Station4
22,444,263,387,136,moving to Station4
214,267,375,149,321,moving to Station4
114,267,375,149,140,moving to Station4
214,267,375,149,140,moving to Station4
258,373,375,149,321,moving to Station4
22,444,263,387,136,moving to Station4
184,499,176,412,145,moving to Station4
214,267,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
214,267,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
114,267,375,149,140,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
184,115,176,1,145,moving to Station4
179,373,375,1,321,moving to Station4
414,115,378,346,331,moving to Station4
369,283,318,392,337,moving to Station4
108,115,378,412,145,moving to Station4
106,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
226,444,465,149,473,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
108,499,176,412,145,moving to Station4
235,444,263,387,136,moving to Station4
214,267,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
114,267,375,149,140,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
258,373,375,149,321,moving to Station4
214,267,375,149,140,moving to Station4
414,115,378,346,331,moving to Station4
214,267,375,149,321,moving to Station4
114,267,378,149,140,moving to Station4
22,444,263,387,136,moving to Station4
226,264,147,107,498,moving to Station4
414,115,378,346,331,moving to Station4
22,444,263,387,136,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
214,373,375,149,321,moving to Station4
356,373,375,149,498,moving to Station4
226,444,465,149,473,moving to Station4
106,499,275,310,439,moving to Station4
106,444,263,310,136,moving to Station4
235,444,263,387,136,moving to Station4
369,283,318,392,337,moving to Station4
414,115,378,302,331,moving to Station4
106,499,275,310,439,moving to Station4
414,267,375,346,331,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
214,267,375,149,140,moving to Station4
356,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
414,267,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
214,267,375,149,321,moving to Station4
108,499,176,412,145,moving to Station4
114,267,378,149,140,moving to Station4
214,267,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
414,267,378,346,331,moving to Station4
214,373,375,149,321,moving to Station4
22,444,263,387,136,moving to Station4
414,115,378,346,331,moving to Station4
114,267,378,149,140,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
22,444,263,387,136,moving to Station4
106,499,275,310,439,moving to Station4
369,283,318,392,337,moving to Station4
369,283,318,392,337,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
108,115,176,412,145,moving to Station4
114,267,378,149,140,moving to Station4
414,115,378,346,331,moving to Station4
152,499,275,392,337,moving to Station4
214,267,375,149,140,moving to Station4
356,373,375,149,498,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
356,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
106,444,263,310,136,moving to Station4
414,267,378,346,331,moving to Station4
114,267,378,149,140,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
108,115,378,302,145,moving to Station4
258,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
356,373,375,149,498,moving to Station4
258,373,375,149,321,moving to Station4
114,267,378,149,140,moving to Station4
22,444,263,387,136,moving to Station4
414,115,378,346,331,moving to Station4
214,267,375,149,140,moving to Station4
356,373,375,149,498,moving to Station4
356,373,375,149,498,moving to Station4
258,373,375,149,321,moving to Station4
114,267,375,149,140,moving to Station4
226,264,192,387,67,moving to Station4
114,267,375,149,140,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
226,264,147,107,498,moving to Station4
106,499,275,310,439,moving to Station4
108,499,176,412,145,moving to Station4
226,264,147,107,498,moving to Station4
414,115,378,346,331,moving to Station4
356,373,375,149,498,moving to Station4
108,499,176,412,145,moving to Station4
258,373,375,149,321,moving to Station4
114,267,375,149,140,moving to Station4
258,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
108,115,378,412,145,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
356,373,375,149,498,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
226,444,465,149,473,moving to Station4
369,283,318,392,337,moving to Station4
214,267,375,149,321,moving to Station4
106,444,263,310,439,moving to Station4
114,267,375,149,140,moving to Station4
22,444,263,387,136,moving to Station4
106,499,275,310,439,moving to Station4
369,283,318,392,337,moving to Station4
114,267,375,149,140,moving to Station4
356,373,375,149,498,moving to Station4
369,283,318,392,337,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
108,115,378,412,145,moving to Station4
108,115,176,412,145,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
22,444,263,387,136,moving to Station4
258,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
214,267,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
258,373,375,149,321,moving to Station4
152,283,318,392,337,moving to Station4
414,115,378,346,331,moving to Station4
369,283,318,392,337,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
114,267,378,149,140,moving to Station4
369,283,318,392,337,moving to Station4
22,444,263,387,136,moving to Station4
22,444,263,387,136,moving to Station4
152,499,275,392,337,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
226,264,147,107,498,moving to Station4
356,373,375,149,498,moving to Station4
106,499,275,310,439,moving to Station4
356,373,375,149,498,moving to Station4
106,499,275,310,439,moving to Station4
369,283,318,392,337,moving to Station4
356,373,375,149,498,moving to Station4
114,267,375,149,140,moving to Station4
106,499,275,310,439,moving to Station4
356,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
22,444,263,387,136,moving to Station4
226,444,465,387,473,moving to Station4
369,283,318,392,337,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
356,373,375,149,498,moving to Station4
369,283,318,392,337,moving to Station4
258,373,375,149,321,moving to Station4
214,267,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
114,267,375,149,140,moving to Station4
108,115,378,412,145,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
214,267,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
369,283,318,392,337,moving to Station4
114,267,375,149,140,moving to Station4
226,264,147,107,498,moving to Station4
356,373,375,149,498,moving to Station4
108,115,378,302,145,moving to Station4
356,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
226,264,147,107,498,moving to Station4
114,267,375,149,140,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
214,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
152,283,318,392,337,moving to Station4
106,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
226,444,465,149,473,moving to Station4
106,499,275,310,439,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
214,267,375,149,140,moving to Station4
369,283,318,392,337,moving to Station4
184,499,176,1,145,moving to Station4
414,267,378,346,331,moving to Station4
226,264,147,107,498,moving to Station4
369,283,318,392,337,moving to Station4
22,444,263,387,136,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
258,373,375,149,321,moving to Station4
214,267,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
369,283,318,392,337,moving to Station4
214,373,375,149,321,moving to Station4
108,499,176,412,145,moving to Station4
214,267,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
369,283,318,392,337,moving to Station4
258,373,375,149,498,moving to Station4
106,499,275,412,439,moving to Station4
356,373,375,149,498,moving to Station4
106,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,498,moving to Station4
414,115,378,346,331,moving to Station4
214,373,375,149,321,moving to Station4
369,283,318,392,337,moving to Station4
226,444,465,387,473,moving to Station4
214,267,375,149,321,moving to Station4
235,444,263,387,136,moving to Station4
214,373,375,149,321,moving to Station4
356,373,375,149,498,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
106,499,275,310,439,moving to Station4
114,267,375,149,140,moving to Station4
414,115,378,346,331,moving to Station4
414,115,378,346,331,moving to Station4
214,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
414,115,378,346,331,moving to Station4
152,499,275,310,439,moving to Station4
258,373,375,149,321,moving to Station4
235,444,263,387,136,moving to Station4
106,499,275,310,439,moving to Station4
214,267,375,149,321,moving to Station4
114,267,378,149,140,moving to Station4
214,267,375,149,321,moving to Station4
258,373,375,149,321,moving to Station4
414,267,378,346,331,moving to Station4
369,283,318,392,337,moving to Station4
114,267,375,149,140,moving to Station4
258,373,375,149,321,moving to Station4
184,115,176,1,145,moving to Station4
369,283,318,392,337,moving to Station4
152,499,275,392,337,moving to Station4
